id,tokens,pos_tags
4506,"['ផ្ទៃ_ដី' 'កម្ពុជា' 'ជាង' '២,២' 'លាន' 'ហិកតា' 'ត្រូវ_បាន' 'សម្បទាន'
 'ទៅ_ឲ្យ' 'ក្រុមហ៊ុន' 'ធំ' 'ៗ' 'ជា_ច្រើន' 'ក្រោម' 'រូបភាព' 'ជា' 'សម្បទាន'
 'ដី' 'សេដ្ឋ^កិច្ច' '។']",[11 13 16  3  3 11 20 11  7 11  8  4  8  7 11 20 11 11 11  9]
4507,['កញ្ញា' 'ធុល' 'កានីន'],[14 13 13]
4508,"['ចំណែក' 'ប្រធាន' 'សមាគម' 'ប្រជា_ធិបតេយ្យ' 'ឯក_រាជ្យ' 'សេដ្ឋ^កិច្ច' 'ក្រៅ'
 'ប្រព័ន្ធ' 'លោក' 'វន់' 'ពៅ' 'បាន' 'ថ្លែង' 'ថា' 'កម្ពុជា' 'មាន'
 'រដ្ឋ_ធម្មនុញ្ញ' 'ច្បាប់' 'ការងារ' 'ប្រកាស' 'ស្តី_ពី' 'ការ~បង្កើត'
 'សហជីព' 'និង' 'លិខិត' 'បទដ្ឋាន' 'គតិយុត្តិ' 'ផ្សេង' 'ៗ' 'ទៀត' 'ដែល' 'មិន'
 'ចាំបាច់' 'ត្រូវ' 'មាន' 'ច្បាប់' 'នេះ' 'ទេ' '។']","[11 11 11 11  8 11  8 11 14 13 13  1 20  7 13 20 11 11 11 21  7 11 11  2
 11 11 11  8  4 16 17 16  8 20 20 11  5 12  9]"
4509,['លោក' 'សុពណ៌' 'មុនី'],[14 13 13]
4510,"['លោក' 'បាន' 'បន្ថែម' 'ថា' 'ក្រុមហ៊ុន' 'លោក' 'បាន' 'ទទួល' 'ដី' 'ពី'
 'រដ្ឋាភិបាល' 'ចំនួន' '៩' 'ពាន់' 'ហិកតា' 'ប៉ុន្តែ' 'ត្រូវ' 'កាត់'
 'ផល_ប៉ះ_ពាល់' 'ចេញ' 'អស់' 'ជិត' '៤' 'ពាន់' 'ហិកតា' 'ទៅ_ហើយ' '។']","[14  1 20  7 11 14  1 20 11  7 11 11  3  3 11  2 20 20 11 12 16  8  3  3
 11 16  9]"
4511,['លោក~ជំទាវ' 'ម៉ែល' 'សូន'],[14 13 13]
4512,['ខ្ញុំ' 'ឈ្មោះ' 'គង់'],[14 11 13]
4513,['នេះ' 'គឺ_ជា' 'សុពណ៌' 'មុនី'],[ 5 20 13 13]
4514,['កញ្ញា' 'សៀន' 'ថូ'],[14 13 13]
4515,['កញ្ញា' 'ចក់' 'រដ្ឋា'],[14 13 13]
4516,['ឯក_ឧត្ដម' 'យៀក' 'សុផាត់'],[14 13 13]
4517,"['ជាមួយ_គ្នា' 'នេះ' 'លោក' 'យឹម' 'សុវណ្ណ' 'ក៏' 'បាន' 'រំឭក' 'ពី' 'គ្រោះ'
 'ឧបទ្ទវ_ហេតុ' 'នៃ' 'ការ~រត់' 'ជាន់' 'គ្នា' 'ស្លាប់' 'អស់' 'រាប់' 'រយ'
 'នាក់' 'លើ' 'ស្ពាន' 'កោះ' 'ពេជ្រ' 'កាល_ពី' 'ឆ្នាំ' '២០១០' 'ដែល'
 'រហូត_មក_ទល់' 'ពេល_នេះ' 'មិន' 'ទាន់' 'មាន' 'អ្នក~ទទួល_ខុស_ត្រូវ' 'នៅ_ឡើយ'
 'ទេ' '។']","[16  5 14 13 13 16  1 20  7 11 11  7 11 20 14 20  7  5  3 10  7 11 11 11
  7 11  3 17  7 16 16 16 20 11 16 12  9]"
4518,['គាត់' 'ឈ្មោះ' 'ផេង' 'វួចនា'],[14 11 13 13]
4519,['កញ្ញា' 'ស្រ៊ី'],[14 13]
4520,['ខ្ញុំ' 'ឈ្មោះ' 'រដ្ឋា'],[14 11 13]
4521,['គាត់' 'ឈ្មោះ' 'ប៉ាញូ' 'ប៊ុន' 'ឡៃ'],[14 11 13 13 13]
4522,['នេះ' 'គឺ_ជា' 'អឿម' 'កូដង់'],[ 5 20 13 13]
4523,['កញ្ញា' 'សុវណ្ណឌី'],[14 13]
4524,"['ទោះបី_ជា' 'ទោស' 'របស់' 'អ្នក' 'ទាំង_នោះ' 'ត្រូវ_បាន' 'ព្យួរ' 'នា' 'ថ្ងៃ'
 'នេះ' 'ក៏_ដោយ' 'ក៏' 'អ្នក' 'ទាំង_នោះ' 'នឹង' 'ប្រឈម_មុខ' 'នឹង' 'ការ~ទទួល'
 'ទោស' 'ធ្ងន់' 'ដែល' 'សល់' 'នោះ' 'ប្រសិន_បើ' 'អ្នក' 'ទាំង_នោះ' 'ត្រូវ_បាន'
 'រក_ឃើញ' 'ថា' 'មាន' 'កំហុស' 'ក្នុង' 'ការ~ប្រព្រឹត្ត' 'បទ_ល្មើស'
 'ផ្សេង_ទៀត' '។' 'ក្នុង' 'ទិវា' 'សិទិ្ធ' 'កុមារ' 'អន្តរ_ជាតិ' 'អង្គការ'
 'លីកាដូ' 'អំពាវនាវ' 'ឲ្យ' 'មាន' 'ការ~ធ្វើ_ឲ្យ' 'កាន់តែ' 'ប្រសើរ_ឡើង'
 'នូវ' 'ការ~ការពារ' 'កុមារ' 'នៅ_ក្នុង' 'ពន្ធនាគារ']","[ 2 11  7 14  5 20 20  7 11  5  7 16 14  5  1 20  7 11 11  8 17 20  5  2
 14  5 20 20  7 20 11  7 11 11 16  9  7 11 11 11 11 11 13 20  7 20 11 16
  8  7 11 11  7 11]"
4525,"['ហេតុ' 'នេះ' 'បាន_ជា' 'មាន' 'សម្រែក' 'សត្វ' 'ប្លែក' 'ៗ' 'គ្នា' 'តាម'
 'ភាសា' 'វា' 'គឺ' 'ខ្លះ' 'ស្រែក' 'ជួយ' 'ឈឺឆ្អាល' 'និង' 'ខ្លះ' 'ទៀត'
 'ស្រែក' 'ផ្ដន្ទា' '៖']",[11  5 16 20 11 11  8  4 14  7 11 14 20  5 20 20 20  2  5  8 20 20 18]
4526,['អ្នក~នាង' 'ឈាជ'],[14 13]
4527,"['នគរបាល' 'អន្តរាគមន៍' 'ត្រូវ_បាន' 'ឡើង' 'ទៅ_លើ' 'រថ_យន្ត' 'ជាប់' 'នឹង'
 'របង' 'បន្លា' 'លួស' '។']",[11 21 20 20  7 11 21  7 11 11 11  9]
4528,['កញ្ញា' 'ទេព' 'អនន្ទ'],[14 13 13]
4529,['នេះ' 'គឺ_ជា' 'ពុទ្ធាវ័ន្ត'],[ 5 20 13]
4530,"['រដ្ឋ_ធម្មនុញ្ញ' 'របស់' 'កម្ពុជា' 'ចែង' 'ថា' 'ធនធាន' 'រ៉ែ' 'ទាំងអស់'
 'គឺ_ជា' 'សម្បត្តិ' 'រដ្ឋ' 'និង' 'ថា' 'ការ~គ្រប់គ្រង' 'ធនធាន' 'បែប' 'នេះ'
 'ត្រូវតែ' 'បង្កើត' 'ច្បាប់' 'គ្រប់គ្រង' '។']",[11  7 13 20  7 11 11  5 20 11 11  2  7 11 11 11  5 20 20 11 21  9]
4531,"['បុរស' 'ឪពុក' 'និង' 'កូន' 'បាន' 'ឃើញ' 'ក្រពើ' 'នោះ' 'រលាក' 'ជើង' 'ទាំង'
 '៤' 'ស្គម' 'ទាំង' 'ខ្លួន' 'នឹង' 'វារ' 'ពុំ' 'បាន' 'ដូច្នេះ_ហើយ' 'បុរស'
 'នោះ' 'អាសូរ' 'ក្រពើ' 'បាន' 'កាប់' 'ឈើ' 'មក' 'ចង' 'អប' 'ក្រពើ' 'នោះ'
 'រឹង' 'ជាប់' 'លើក' 'ដាក់' 'រទេះ' 'បរ' 'ទៅ' 'លុះ' 'ដល់' 'បឹង' 'មួយ' 'ធំ'
 'ជា' 'ទី' 'សុខ_សប្បាយ' 'បុរស' 'នោះ' 'ដាក់' 'ក្រពើ' 'ចុះ' 'ក្នុង' 'ទឹក'
 'ក្រពើ' 'នោះ' 'បាន' 'ផឹក' 'ទឹក' 'អក' 'ភក់' 'ឆ្អែត' 'ហើយ' 'គិត' 'នឹង'
 'ខាំ' 'បុរស' 'នោះ' 'វិញ' 'បុរស' 'នោះ' 'ថា' '“' 'ព្រះ~ស្ដែង' 'កុំ' 'ខាំ'
 'អញ' 'ៗ' 'មាន' 'គុណ' 'លើ' 'ព្រះ~ស្ដែង' '”']","[11 11  2 11  1 20 11  5 20 11  5  3  8  5 11  7 20 16 22 16 11  5 20 11
  1 20 11  7 20 20 11  5  8  8 20 20 11 20 16  7 20 11  3  8  7 11  8 11
  5 20 11 16  7 11 11  5  1 20 11 20 11 20 16 20  7 20 11  5 16 11  5 20
 18 14 16 20 14  4 20 11  7 14 18]"
4532,['លោក~ជំទាវ' 'កឹង' 'ស្រី' 'កែវ'],[14 13 13 13]
4533,['ខ្ញុំ' 'ឈ្មោះ' 'សុផល'],[14 11 13]
4534,['លោក~ស្រី' 'ផុន' 'ទូច'],[14 13 13]
4535,"['មាត្រា' '៥៤' 'ប្រសិន_បើ' 'ដើម_ចោទ' 'ត្រូវ_បាន' 'តុលាការ' 'ប្រជា_ជន'
 'អញ្ជើញ' 'ដោយ' 'ត្រឹមត្រូវ' 'ហើយ' 'មិន' 'បាន' 'មក' 'បង្ហាញ' 'ខ្លួន'
 'ចំពោះ' 'តុលាការ' 'ប្រជា_ជន' 'និង' 'មិន' 'បាន' 'ជូន' 'សេចក្ដី~ដោះសារ'
 'រឺ' 'មិន' 'បាន' 'សុំ' 'អោយ' 'បង្អង់' 'សេចក្ដី' 'ទៅ' 'ថ្ងៃ' 'ក្រោយ' 'ទេ'
 'នោះ' 'ត្រូវ' 'ចាត់ទុក' 'ថា' 'សុខ_ចិត្ត' 'ឈប់' 'ប្ដឹង' 'វិញ' 'ហើយ' '។']","[11  3  2 11 20 11 11 20  7  8 16 16  1 20 20 14  7 11 11  2 16  1 20 11
  7 16  1 20  7 20 11 20 11  8 12  5 20 20  7 20 20 20 16 16  9]"
4536,"['នៅ_ពេល' 'អំពើ_ហិង្សា' 'ថមថយ' 'អ្នក~គាំទ្រ' 'បាន' 'ប្រមូល_ផ្តុំ' 'គ្នា'
 'នៅ_លើ' 'ស្ពាន' 'នាគ' 'ម្តង' 'ទៀត']",[ 7 11 20 11  1 20 14  7 11 11 16 16]
4537,"['ទ្រង់' 'គិត' 'ដូច្នេះ_ហើយ' 'ព្រះ~កេតុមាលា' 'ទ្រង់' 'ឆ្លើយ' 'ថា' '""'
 'ទូល_ព្រះ~បង្គំ' 'ចង់_ឲ្យ' 'សង់' 'ប្រាសាទ' 'មួយ' 'ដែល' 'មាន' 'លំអ'
 'ប្រហែល' 'ក្រោល' 'គោ' 'ព្រះ~អង្គ' '""' '។']",[14 20 16 13 14 20  7 18 14 20 20 11  3 17 20 11  7 11 11 14 18  9]
4538,['គាត់' 'ឈ្មោះ' 'ហុក'],[14 11 13]
4539,['បើ' 'មើល_ទៅ' 'ពួក_គាត់' 'សប្បាយ' 'អនេកអនន្ត' 'ហើយ' '។'],[ 2 20 14  8  8 16  9]
4540,['លោក' 'សារ៉ែន'],[14 13]
4541,"['សាលា_ឧទ្ធរណ៍' 'បាន' 'បើក' 'សវនាការ' 'លើ' 'សំណុំ_រឿង' 'អ្នក' 'ទាំង' '១១'
 'នាក់' 'កាល_ពី' 'រសៀល' 'ថ្ងៃ_ទី' '២២' 'ខែ_មករា' 'ដែល' 'ជា' 'សវនាការ'
 'ត្រឹម_តែ' 'រយៈ_ពេល' 'បួន' 'ម៉ោង' 'ហើយ' 'មាន' 'ភស្តុតាង' 'តិចតួច'
 'ប៉ុណ្ណោះ' 'នៃ' 'ការ~សន្មត' 'ជា_មុន' 'ថា' 'គ្មាន' 'ទោស' 'ឬ' 'សម្រាប់'
 'ព្រះ~រាជ' 'អាជ្ញា' 'ក្នុង' 'ការ~ដាក់' 'បន្ទុក' 'ឲ្យ_បាន' 'គ្រប់_គ្រាន់'
 'តាម' 'ផ្លូវ' 'ច្បាប់' '។']","[11  1 20 11  7 11 14  5  3 10  7 11 11  3 13 17 20 11 16 11  3 11 16 20
 11  8  8  7 11 16  7 20 11  7  7  8 11  7 11 11  7  8  7 11 11  9]"
4542,"['នេះ' 'បើ' 'តាម' 'សេចក្តី~ប្រកាស' 'ព័ត៌មាន' 'របស់' 'ស្ថាន_ទូត' 'ជប៉ុន'
 'ប្រចាំ' 'កម្ពុជា' '។']",[ 5  2  7 11 11  7 11 13  8 13  9]
4543,['ឯក_ឧត្ដម' 'ថៃ'],[14 13]
4544,['កញ្ញា' 'ថេងគ័ង'],[14 13]
4545,['លោក~ស្រី' 'ក្រេម'],[14 13]
4546,['លោក' 'ស្រី'],[14 13]
4547,['នេះ' 'គឺ_ជា' 'ឆិត' 'អឿយ'],[ 5 20 13 13]
4548,"['គាត់' 'ក៏' 'ជា' 'អ្នក~ជំនាញ' 'នៅ_ក្នុង' 'ការ~ធ្វើ' 'ម៉ូដែល' 'ដើម្បី'
 'វិភាគ' 'បម្រែបម្រួល' 'អាកាស_ធាតុ' 'និង' 'បាន' 'ត្រួត_ពិនិត្យ' 'កិច្ចការ'
 'ដែល' 'បាន' 'ធ្វើ_ឡើង' 'ដោយ' 'មន្ត្រី' 'ធ្វើ' 'ផែនទី' 'របស់' 'អូឌីស៊ី'
 'នៅ' 'គ្រប់' 'ដំណាក់កាល' 'និមួយ' 'ៗ' 'នៃ' 'គម្រោង' 'នេះ' 'ផង_ដែរ' 'រាប់'
 'ចាប់_ពី' 'ការ~ជ្រើស_រើស' 'រូបភាព' 'ដល់' 'ការ~វិភាគ' 'និង' 'ធ្វើ'
 'ចំណាត់ថ្នាក់' 'រូបភាព' '។']","[14 16 20 11  7 11 11  7 20 11 11  2  1 20 11 17  1 20  7 11 20 11  7 13
  7  5 11  5  4  7 11  5 16 21  7 11 11  7 11  2 20 11 11  9]"
4549,['នេះ' 'គឺ_ជា' 'ចិន' 'ណា'],[ 5 20 13 13]
4550,"['គេ' 'មិន' 'គួរ' 'យក' 'វេទិកា' 'អប់រំ' 'នៅ_ពេល' 'ចែក' 'សញ្ញាបត្រ' 'មក'
 'និយាយ' 'ពី' 'រឿង' 'នយោបាយ' 'ផ្ញើ' 'សារ' 'នយោបាយ' 'ឬ' 'និយាយ' 'ពី' 'អ្វី'
 'ដែល' 'ប្រាស_ចាក' 'ពី' 'ខ្លឹម_សារ' 'នៃ' 'កម្មវិធី' 'ចែក' 'សញ្ញាបត្រ'
 'ឡើយ' '។']","[14 16 20 20 11 11  7 20 11  7 20  7 11 11 20 11 11  7 20  7 14 17 20  7
 11  7 11 21 11 12  9]"
4551,"['អាជ្ញាធរ' 'ជាន់_ខ្ពស់' 'ក្នុង' 'រដ្ឋ_លេខាធិការ_ដ្ឋាន' 'រដ្ឋបាល' 'នីមួយ'
 'ៗ' 'នឹង' 'ត្រូវ' 'ជ្រើស_រើស' 'ពី' 'សមាជិក' 'ដែល' 'បម្រើ' 'ការងារ' 'យូរ'
 'ឆ្នាំ' 'ក្នុង' 'ក្រសួង' 'យុត្តិធម៌' '។']",[11  8  7 11 11  5  4  1 20 20  7 11 17 20 11  8 11  7 11 11  9]
4552,"['ខេម' 'រ៉េត' 'វ៉ាន់' 'អ្នក~សម្របសម្រួល' 'សម្រាប់' 'កម្មវិធី' 'កុមារ'
 'សុវតិ្ថភាព' 'ថ្លែង' 'ថា' '៖' '«' 'រាល់' 'ទម្រង់' 'នៃ' 'ការ~រំលោភ_បំពាន'
 'និង' 'ហិង្សា' 'លើ' 'កុមារ' 'ទាំងអស់' 'គឺ' 'មិន' 'អាច' 'ទទួល_យក' 'បាន'
 'ដូច្នេះ' 'យើង' 'ត្រូវតែ' 'អនុវត្ត' 'ដំណោះស្រាយ' 'ដែល' 'អាច' 'ធ្វើ' 'ទៅ'
 'បាន' '»' '៕']","[13 13 13 11  7 11 11 11 20  7 18 18  5 11  7 11  2 11  7 11  5 20 16 20
 20 22 16 14 20 20 11 17 20 20 16 22 18  9]"
4553,['ឯក_ឧត្ដម' 'ចាន់' 'សុវណ្ណ' 'សូនីតា'],[14 13 13 13]
4554,['នេះ' 'គឺ_ជា' 'ឌីម៉ង់'],[ 5 20 13]
4555,"['លើស' 'ពី' 'នេះ' 'ទៅ' 'ទៀត' 'កាល_ពី' 'ថ្ងៃ_ទី' '៦' 'ខែ_កុម្ភៈ' 'ឆ្នាំ'
 '២០១៤' 'លោក' 'ឧត្តម_សេនីយ' 'ត្រី' 'ដដែល' 'បាន' 'ប្រាប់' 'វិទ្យុ' 'សំឡេង'
 'សហ_រដ្ឋ' 'អាមេរិក' 'ជា' 'ភាសា' 'ខ្មែរ' 'ថា' 'ខឹម' 'សូផាត' 'មិន' 'សិ្ថត'
 'នៅ_ក្នុង' 'ចំណោម' 'មនុស្ស' 'ដែល' 'ត្រូវ_បាន' 'ចាប់_ខ្លួន' 'នោះ' 'ទេ' '('
 'ជា' 'អ្វី' 'ដែល' 'អ្នក~ឃ្លាំ_មើល' 'ការ~រំលោភ' 'សិទិ្ធ' 'មនុស្ស' 'និង'
 'អ្នក~កាសែត' 'ជា' 'ច្រើន' 'បាន' 'ដឹង' 'រួច_ហើយ' 'កាល_ពី' 'ប៉ុន្មាន'
 'សប្តាហ៍' 'មុន' ')' 'ហើយ' 'ជំរុញ_ឲ្យ' 'ក្រុម_គ្រួសារ' 'ធ្វើ'
 'ការ~ដាក់_ពាក្យ_បណ្តឹង' 'ទៅ_កាន់' 'តុលាការ' '។']","[ 8  7  5 20 16  7 11  3 13 11  3 14 11 11  8  1 20 11 11 11 13  7 11 13
  7 13 13 16 20  7 11 11 17 20 20  5 12 18  7 14 17 11 11 11 11  2 11  7
  8  1 20  2  7 14 11  8 18  2 20 11 20 11  7 11  9]"
4556,"['ពិធី' 'ចែក' 'សញ្ញាបត្រ' 'គឺ_ជា' 'ពិធី' 'សំខាន់' 'មួយ' 'នៅ_ក្នុង' 'ជីវិត'
 'របស់' 'និស្សិត' '។']",[11 21 11 20 11  8  3  7 11  7 11  9]
4557,"['លោក' 'បាន' 'បន្ថែម' 'ទៀត' 'ថា' '៖' '«' 'ពិត' 'ណាស់' 'វា' 'មាន'
 'ការ~លំបាក' 'បន្តិច' 'នៅ' 'ពេល' 'ដែល' 'យើង' 'លេង' 'ដោយ' 'គ្មាន' 'កីឡា_ករ'
 'សំខាន់' 'មួយ_ចំនួន' 'របស់' 'យើង' 'ប៉ុន្តែ' 'ការ~អ~វត្តមាន' 'នោះ'
 'បង្កើត' 'ឱកាស' 'ដ៏' 'ធំ' 'មួយ' 'ដល់' 'កីឡា_ករ' 'ក្នុង' 'ក្រុម' 'នេះ'
 'សម្រប' 'ខ្លួន' 'របស់' 'ពួក_គេ' 'នៅ_ពេល' 'ប្រកួត' 'ជាមួយ_នឹង' 'កីឡា_ករ'
 'ដ៏' 'ឆ្នើម' 'បំផុត' 'មួយ_ចំនួន' 'ក្នុង' 'ពិភព_លោក' '»' '៕']","[14  1 20 16  7 18 18  8 16 14 20 11  8  7 11 17 14 20  7 16 11  8  5  7
 14  2 11  5 20 11 16  8  3  7 11  7 11  5 20 11  7 14  7 20  7 11 16  8
 16  5  7 11 18  9]"
4558,['លោក~ជំទាវ' 'ស្រេង' 'ហាំង' 'ម៉េង'],[14 13 13 13]
4559,"['លោក' 'ថ្លែង' 'ថា' 'គណបក្ស' 'មួយ' 'នឹង' 'ប្រមូល' 'ពន្ធ' 'ដីធ្លី'
 'ប្រជា_ពល_រដ្ឋ' 'ដើម្បី' 'គេ' 'អាច' 'យក' 'ពន្ធ' 'ទាំង_នោះ' 'ទៅ' 'ដំឡើង'
 'ប្រាក់' 'បៀវត្សរ៍' 'មន្ត្រី_រាជការ' 'បាន' '។']",[14 20  7 11  3  1 20 11 11 11  7 14 20 20 11  5  7 20 11 11 11 22  9]
4560,"['ក្រោយ_ពី' 'ត្រូវ' 'មួយ' 'ជើង' 'យ៉ាង' 'ដំណំ' 'ជ័យ' 'វណ្ណៈ' 'មិន' 'ខុស_ពី'
 'ខ្លា' 'ត្រូវ' 'របួស' 'ឡើយ' 'គេ' 'បាន' 'ងើប' 'ដើរ' 'ចូល' 'វាយ' 'និង'
 'ទាត់' 'សន្ធាប់' 'បង្ខំ_ឱ្យ' 'ទី' 'ពន្លែត' 'ដក_ថយ' 'ជា' 'ញឹកញាប់'
 'នៅ_ក្នុង' 'ទឹក' 'ទី' '២' 'ប៉ុន្តែ' 'រាល់' 'ការ~វាយ' 'និង' 'ទាត់' 'ចេញ'
 'របស់' 'កីឡា_ករ' 'រូប' 'នេះ' 'មិន' 'ទទួល_បាន' 'ផល' 'ល្អ' 'នោះ' 'ឡើយ' '។']","[ 7 20  3 11 16  8 13 13 16  8 11 20  8 12 14  1 20 20 20 20  2 20 16 20
 13 13 20 20  8  7 11 11  3  2  5 11  2 20 12  7 11 14  5 16 20 11  8  5
 12  9]"
4561,"['បន្ទាប់_ពី' 'ប្រជា' 'សហគមន៍' 'ឃុំ' 'ស្រយង់' 'ខាង_ត្បូង' 'ក្នុង' 'ស្រុក'
 'គូលែន' 'ខេត្ត' 'ព្រះ~វិហារ' 'បាន' 'ចោទ' 'ក្រុមហ៊ុន' 'សិលា' 'ដាម៉ិច' 'ថា'
 'បាន' 'ឈូសឆាយ' 'ដី' 'ចម្ការ' 'និង' 'ដាក់_ពង្រាយ' 'កម្លាំង' 'សន្តិសុខ'
 'កាល_ពី' 'សប្តាហ៍' 'មុន' 'នោះ' 'ប្រធាន' 'ក្រុមហ៊ុន' 'នេះ' 'បាន' 'ធ្វើ'
 'ការ~បដិសេធ' '។']","[ 7 11 11 11 13 11  7 11 13 11 13  1 20 11 13 13  7  1 20 11 11  2 20 11
 11  7 11  8  5 11 11  5  1 20 11  9]"
4562,['លោក~ស្រី' 'រស់' 'សុវត្ថិ'],[14 13 13]
4563,['គាត់' 'ឈ្មោះ' 'ចាន់' 'ឫទ្ធី' 'សែន'],[14 11 13 13 13]
4564,"['ថា' 'ហាន' 'អេក' 'ធ្លាប់' 'មក' 'ប្រកួត' 'នៅ' 'ស្រុក' 'ខ្មែរ' 'កាល_ពី'
 'ពាក់កណ្តាល' 'ខែ_មិថុនា' 'ដែល' 'នៅ' 'ពេល' 'នោះ' 'រូប' 'គេ' 'បាន' 'យក'
 'ឈ្នះ' 'ឈិន' 'ក្វាន់' 'ង៉ុយ' 'ដោយ' 'ពិន្ទុ' '។']","[13 13 13 16 20 20  7 11 13  7  8 13 17  7 11  5 11 14  1 20 20 13 13 13
  7 11  9]"
4565,"['បាន' 'ថ្លែង' 'ថា' '៖' '«' 'គំរូ' 'នៃ' 'ភាព~រីក_ចម្រើន' 'របស់' 'កម្ពុជា'
 'បង្ហាញ' 'ពិភព_លោក' 'ថា' 'យុត្តិធម៌' 'សម្រាប់' 'អ្នក~ក្រ' 'គឺ' 'អាច'
 'មាន' '»' '។']",[ 1 20  7 18 18 11  7 11  7 13 20 11  7 11  7 11 20 20 20 18  9]
